user_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
607,,18,,,,,,,,43,,,,,,,,,,,,,,,43,,,,,,,,,,37,,,,,,,,40,,,,,,,,,30,72,26,,,,,,,,13,67,,,,,,99,,,,31,,,,,,11,,,,,,,59,48,,,,16,,,,,,,,82,79,,,98,,27,,,,,,,,,,,,,,,35,30,,,,,,,,,,,,,,,41,,,,,,47,11,45,,,5,,,,,,,,,,45,27,,45,,,39,,,,,,,84,,,,,,,,14,,,,,,,,,,,,,94,18,,,44,,,,,,,44,,,,,,3,,,,,,,,,,,,,,,,,,48,,95,50,,1,,,,,,,,,,,,,20,23,22,,,,,16,,67,,,11,42,,,,,,,44,19,,13,,,,,,,,13,,34,,,,34,,,,62,25,,,,,92,,45,,66,,,,,,,,16,,80,,,36,,,,,10,,,,12,,,,,,,,,,54,,40,,,11,,,,3,42,,,,,,,85,2,,,,85,7,,61,,,79,11,,22,,,,,,,,,,,,,,,,,,23,88,,30,,,12,,,,,,,6,,,,,11,13,,,31,,
608,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,16,,18,,,,,,15,,,,,,48,,,,,,12,,,,,24,86,,15,,40,,,,,,,,,,,,20,,,,,,,,18,,,46,,,,,,,,,,,,,95,21,,,,45,,92,,,,,,15,,,28,,21,96,,,,,,,42,,85,,,,,,,30,78,,50,30,37,,,,,,,,,,,,,,,,35,,,,32,,,,,,,,,,,,,,40,,,48,,,,,,78,,,,,,29,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,35,,,,5,,,,,,,,12,39,,,43,,41,,,,,,,,13,,32,,,,,,,,,,,,,5,,,48,,,,,,90,,24,,51,,,,,,,,,26,84,,47,48,,4,20,,,,45,,,14,42,,51,,,,,,,,,,,,,,,,,76,,,,,,46,,,,,,,,,,,,,,,,25,,28,,,,,,,,,,,,,,,,,,,,5,,46,,38
609,,,42,,,,,,21,,,,,,,,88,,,,,,,,37,,,,,,,,,18,,,82,,,,48,,,,,,,,,,,14,,,,,,,,,,40,,,,,,,,,,47,,,,,,,,39,,,,19,,,,,,,28,,,,,,,,,5,,,,,13,,,11,,,,,,,,,,,36,,,,35,,,28,,60,,78,,,,18,,25,,,,,37,14,,,,,,,,,3,,,,,,,46,,26,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,45,,46,,,,,,,,,,76,,,,,,,,,28,,,,,,83,83,42,,,,,,,,,31,,,,34,,,,,,,19,,,,,37,,,20,,,,33,,,44,,44,,,,,,,17,,,,,,39,,,,,,,,,,,,,57,,44,,,,,,,,,,,,,20,80,,,,,60,,,,,64,6,,,,,,,,,30,14,,,,40,82,,,,,,,,26,,,14,,,,,,,19,,,,,,,,95,,,,,53,27,11,,,,,,,4,,,,,,,,,21,38,,,14,,,,,59,,,,,,,,34,,,,,,,,
610,,,,,,,,,,91,,,,,,,,,,9,,,,,,,,,,,,55,,,,24,,,,,,,,,,,,,,,,,,44,56,,,,,46,,,,,,,,,,,,27,,,13,,,98,,,,,,49,,,,,,,49,,,32,43,,,,,,,,,,42,,,,,,,,,,,,79,,,,,,,,20,60,,,,,44,,33,14,,,,,,,,,,,36,,,,58,,,29,90,,,,19,,,,,,,,51,,,,,,,,,,100,,,,,,,,,92,,,99,,,,,,,,29,,,,,,,,,,,,,6,,,,,,,,,11,,,,,,,,,49,,,,32,,,,,,,,79,,,,,,,,,,,,100,,,,,,,,,,,35,,,,19,,14,,,,17,,33,,,,,,24,,,,29,,,,,,,,,,48,,,,,89,,,,,41,,,,41,,54,,,,31,,,,,,,32,48,40,,,,94,,,27,,,,,,,,38,,,,,,,,,,,71,,,,,,,,,,27,,,63,,,,,,,,,,,,,17,,24,,,14,,,27,57,,,,,,23,,,,,11,,,,15,,
611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,23,,,,,,,41,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,19,,,,,,,56,29,,,21,48,,,,,,,,,,16,15,22,,,,,,,,,91,,83,,21,,28,,,,,,,,,,,,,,,,10,71,,88,73,12,,,22,67,,,,,,,,,,,,,,,,,,2,79,,63,,33,5,71,,,,,96,17,40,15,,,,87,,,,,,,,,37,,,,,,,,,,,90,,,,,,25,,,,,,42,,31,,,,,,,95,,28,,,,44,,,,19,,,,,,,48,,,,,,,,34,,50,,,,,44,,,,,35,,,,,20,,,,,,,,,27,96,,46,,,,,,,,,,45,,77,,49,80,,,,,22,,,,,,,,,48,18,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,24,44,,,55,,,,,,,,,25,,,,,38,,,,,,,,69,,,,85,,,,,,37,,,,30,50,
612,,,,,,,58,,,,,,,,,,,,,,,,95,16,,,,,,,,,,45,,,,,,,22,,,,,,,38,,44,,,3,13,,,39,45,,,,,,,,,,,96,,,46,,10,,18,,94,,22,,35,,41,,,,34,77,,,,,14,,28,,,,,,,,,19,,,,,,,,,,,,87,,47,44,29,,,,32,,,,,,21,,,14,49,,,,,,,,,,,,,,,,,,,8,80,,,39,,34,,12,41,,,,,,,,,,,,,,,46,,,17,,,,,,,,,,87,13,,36,24,,,,,,,,,,78,,,,,,,,,,,,,43,,,,,,29,,,,,,,,,,,,,,,10,,,,,,,46,44,2,,,,,,,77,33,,,,,,,,,,,,,,,21,,,49,53,,,,,,38,,47,,,,,,,28,,90,,,,,,,,,,,36,,,,23,,,,,,19,,,,,,,37,33,,,,,,,,23,65,,,84,,,,,,,,,,,,,,,,,,,,,,,11,,,10,,31,,,,,,,,,,,27,89,,,32,,,,,,27,,,,,,,,,,,,22,,,,,,
613,,,,,,,,,42,,,30,47,,,,,21,,,,,,,,,,,,,,,,,,,100,,,,20,,,3,,100,,,,,,,,,,,,,31,,,31,,,,12,44,93,,,,,12,,,,,,,36,,11,,,,,,,,,46,,4,,,,,,,,,,,,24,65,,,,,,22,,55,,,,,,25,,,,37,,44,,,,,,60,,46,,,18,,,,39,,86,,,,,,,41,,44,,,,15,15,24,,14,16,48,,,,,75,,,,,38,,,,,,23,,,,,,,,,,,,,72,,,,,,8,,88,,,,,,13,,,70,86,,,,,,,,78,,,,,,35,42,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,38,,,,16,,49,,,,,,,,41,,36,33,,,,,,,,,27,,,,,,40,,,,,,62,,35,,,,,95,,,,,78,,91,,,46,,,29,,,,,,,,,43,,,,72,,,,,,,,,,,,,,,,,,,,25,40,,,,,,,,,,,,,,,,,30,,,39,,,,,,,,,,,,,,,32,,,,,,
614,,77,24,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,37,,,,,36,,,,,,,,,,,25,,,,,,,,,,48,84,,,,,,97,,,,,,15,,,71,80,22,,,41,,,,26,,,,23,34,,,,,,,,,52,,,,,35,,,,,,,46,,,,,,,14,19,18,40,,,,,52,,,,,,,,,,84,,,,26,,,,46,,,,,54,48,,50,,,,,,22,,17,,,,,74,,,,,,,,,,,12,,57,,,,,,,,,,90,,43,,,34,,62,,,,,,10,,,,69,,,29,,,,,,11,,,,,,,,,,,,,,37,,,,38,,,20,,52,,,,,,10,,,,,,,,,,,36,,,,,,,,,12,,16,,71,,43,,,,,,,,,,,,13,,13,16,,,,,2,75,,,,,,,39,,,,27,,76,,,1,,,,,29,,,76,,6,,39,24,,87,,13,,,,,,,36,,,,,25,,,87,,,,,,,,,,,,,,,,18,,,,47,,,,,33,,,,,,,,,33,,,,,,,,17,,,87,,,,,,80,,,15,,,,19,,
615,,,49,,94,,,,,,,,,,,,,45,,,,,23,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,45,,33,,,,62,,,,,,,,,,,,,,44,19,,,,,,,10,,,,,,,,,,,44,,,,,,,,,,1,,,,,,,,42,,,,,,,,,,,,,32,,,,,,,,,15,86,,,,,,,,26,25,,,10,,,,,,,,48,,,,,,21,,29,42,44,,,,70,96,,,,,,,,,,,,20,,38,,16,,96,,,,86,,89,,,33,17,96,,,,67,,48,,,,,,,53,,,35,,,90,,,,,,,27,,35,,,,33,,,,,,40,,,,,11,,,,,,12,,,11,,,,16,,,98,30,,,,,,,,,,,31,,6,,43,,,,,,,,48,,,,47,,,46,,,,,,,,,,,,,40,,,,,,,75,49,,11,,,,,82,,,45,,,18,,24,,,34,,,,18,,,19,60,,,,19,,,,,,,,,,,,,,,78,,,,23,100,,13,,,,,,,,21,,,,,,,,,28,,34,,,,15,,30,,,,34,,,53,,58,47,,,,46,,
616,,,,,96,,,,27,,,,94,,,,,,,,,68,,,,,,65,,,,,,17,,,,,92,86,,15,32,,,,,,,,,16,,,,,,,,,69,,6,,,,,,,,23,,,,,,,,,,,,,,,,45,,,,,,,12,,,,,,34,,,,,22,,,,18,,,,,,,,,,49,20,22,,,95,18,86,,,,,34,,,30,,,,,,,26,45,81,,21,,,,,,,,,,,,14,15,32,,,37,,44,,,,,,,,,50,62,,,,35,,,34,,,,,,,,,23,60,,64,,,,84,,,,,46,,,,66,,,,,,54,,,,10,50,,,,66,,,,,,,,,27,73,,,,,13,,,,,,,,,35,15,90,,,55,,,,,,29,,,72,28,,,,,16,,36,,,,14,,,,,,,1,,,41,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,54,28,46,,,,,,36,,,,,19,,12,,,,,,,,,34,,33,,,,,,,77,,,,13,,,,60,,,,,,,17,,,,,85,,49,,,,76,27,,,40,,,,,,,,,,,,,,,,,,
617,,,26,,,,,,,,,,,,,,,,,21,80,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,29,,75,65,,,13,,,,14,,67,,,51,17,,46,,,,,,,43,53,,12,,,,,,,,,11,,23,,,70,,,,,,,,,,100,48,19,,15,,,,,89,,,,14,,6,31,,11,,,,,,,,,,,,,,,,11,,,,,34,42,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,12,,10,30,,,,,,,19,,,,,,,,,,,,,,,,,86,,91,,,,,,,,,45,,,,23,,,,,,76,,,,,27,,98,,,94,,,,29,,32,,,,,,,,,30,,37,,,,,,16,,,,,,,,,,,,74,,,,,,,,,,,,,,,95,,,,,62,72,,59,,95,,,42,21,,,,,,,43,26,,,,,,,15,,,17,,,,27,30,,,,,,,57,,47,,,,,,87,,,,13,,21,,,,,,,,,,1,,,,,,,,46,,,48,,,,,,,,,,,,,,,30,,,69,,,
618,,,,,,,,,36,57,,,,90,,,,,,,,54,,,,,,7,,,61,,84,,,,,,84,,43,,18,,,,,95,,,,,39,38,,,,,,,,,,,,33,58,,,16,,,,58,,,,,,47,,14,,32,,,,,,,,,,26,,,30,,,,,,93,,12,76,,,,,,,,,,,,,10,25,11,46,36,,,,,,,,10,79,,,,,,,,,,46,,,2,,,,90,,,15,,95,79,29,31,16,,38,,22,,,,,,,,,,,28,,,,,,,,15,,91,,,,,,,81,65,19,,,,,,,,,,16,,,,,,,,,,42,,,,,,,,,,,,16,,,,,,,,,,,68,,,,,,,,,,44,,,,,,,,,1,,,,,,,,,,,,,40,,,,,,17,,,,,,20,,24,6,,,,10,,,,,,,,,,,,,,,,,47,41,,,36,,,,,,,,,,52,23,8,,17,,,,36,,,,,,,,,49,,,26,,,,,32,,,,,42,,,,57,76,,,,,,,38,,,,,,,,,60,,,,,,,,,,,28,,,,,,,,,,,,,,,25,,,65,,,
619,,,31,,,,,,,,,,,,,,,,,,,,,,,41,97,,,,,,,,,37,,,41,,13,,45,,,,,,,,,10,,,,,,,,20,,27,,,,,,,,,,,,,,,52,92,,22,,,,12,,,,,,88,,,,,,,,,,,,,,,40,,,,,,,,5,,,,,,,38,,,,,,36,,46,,,18,63,,,,22,,,,,21,,,,,,,,,,,33,,,,,,47,,,,,,,,58,,,,,,,,,,,,38,,,,,,,,,,,,,64,,,,,,27,,,,,,,,,,94,,69,,,,,58,,26,,,,,,36,,33,,,,,,,,,,,,,,,,53,25,,,,,11,,,,47,,,24,,,20,,,,81,,,,34,48,,24,,,,,,13,,,,,,48,,42,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,35,,53,38,,,,,32,49,,,,,,,,,,,,,2,,44,,,,,,,,,,,,,,,80,,,,44,,,,,,,,99,,,,,57,,,,,30,,,,6,,13,,19,,,,,89,,,87,,,,20,,,,,44,
620,,,,64,,,,,41,12,46,,,,,,48,29,,,,,,,,,,,,49,,,,46,,47,,,,,,,,,,,33,,,,,,,,,59,,,,,,,,,,43,,,38,,,,,,,16,,84,,,,45,,,,,,,,,43,,,,,,,,,,,,,99,30,,,,,,,,,,,,,,,,,30,,,,,,99,,,,99,,,,,,,,,24,,4,,,,,,,,,24,,23,,,,33,,,,,,,,,,,,,,,86,,,,,28,,,24,,,,,,59,,,,69,,,48,,,,41,,,,17,,,,,,,,43,28,,7,,,24,,,,,,,,,,,,40,,,12,,,26,,94,,,,,40,,,,10,,,,,,,,,,,,,,,,,,,60,40,,,,,,19,,30,,,,,,,,21,,35,54,,,,7,,22,,,,,,,,,,,,,,,,,14,,,,3,,,,,,,,,,,,,65,47,,,,29,,,,,27,,39,,,,,,44,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,34,,,17,,,,,,,,,,,,20,,,,36,,
621,,,41,,,,,,11,,,,68,,,,,22,,72,,,,,,,,,,11,,,,11,,11,,40,,,,,28,,,,,,,,,47,,37,,,,,,36,,,,,,45,,,,,,,,17,43,,,,,,16,21,,,,39,,,,,38,48,,28,,,,,,66,,,,,,,,56,,,,,,,,,,,,33,,41,,,,,,71,,71,,,,,85,12,,,,,38,,,18,,,,,64,68,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,69,,,,85,,,22,,,10,,,31,,,,,,,,,,,,,,,,39,,,,,85,,,13,,,,35,,18,,,,,,,,,80,,,,,33,28,41,3,,,,64,,,,,,,,,,,,85,,23,,,,,,,,,70,,27,,,,,36,,40,,,,,,,,,,,,,,,,35,75,,,49,16,63,,39,,,,,38,,,,,,,,,12,36,,,36,,74,,43,,,46,,,,,,50,,50,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,36,,49,,,29,,,,,,,,,,,,,,,18,,,,,,57
622,,,21,17,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,49,,13,40,,,,29,,37,,,,,,,,65,,,39,,,,,,14,,,18,,,21,,,,,,45,,,,,,,,,,15,,24,,,,,,,13,,,12,,,,,,,,,,44,39,,,,,,,,,,,,,,,,32,,,5,,,,,,,41,63,,,,,71,,,,32,,,46,,,,,,,,29,,,,96,19,,,28,,11,,,,,,,,,,,,,,,48,48,,,,,,,,,,,34,,,48,,,,,,,,13,,48,96,,,,,,,,72,,,56,,,,,,,,,,25,,,72,,,16,,,,,93,,,,100,,23,,,,24,17,,,,,,,,94,,37,,,,,,63,,,12,,45,,,,46,54,,,,,,92,,,38,,,79,1,,,,,43,81,,46,,92,,,,21,,,,16,,65,,21,,,,27,,,,,,,,,39,,,,,34,,,,,58,,,,,,,,,47,15,,,,,,,,,,,,76,,,,,,,,57,,,,,,,,,,,,,,42,,26,,,,,,,,,,,,,,,,22,,27,,,,,,
623,,10,44,,,,,,33,,,,,14,,,,43,,,,,,,,,,,,,,,,,,24,42,84,,,34,,,,,,,61,,,,35,,,,67,,,,25,,49,,,,48,,,,12,,,22,,,,,,,,,38,,25,,,,,,,49,,,27,,,,,,,,,,,,,,,,,,,,,,,,,49,40,,33,,,,,,,,,,93,,23,,,,,,,,36,,45,68,,,,,,,,,,,,34,,,,,,,,79,,,,,,,,,,68,,,,,,,,,72,,,,,,4,92,43,55,23,,,,,,,,,,,21,,,,,,,21,,,,,,,,,,,,37,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,45,,,,,,,,,,,,34,,43,81,,,,,,,,,,,31,,,,,,,,,,,,24,,,,,,,,,,,,40,,,,,,,,,,,,,,,89,,,,,,,23,,,,,,76,,,,,,,,,,,,,,20,89,,37,,,,,,,,,,,,,,21,,,,
624,,,48,,,,,,38,,,,,,,,,21,64,,,,,,,,,15,18,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,29,,23,,,,,,,,,,,29,,,,,,98,10,,,,,,41,,,,,37,82,,,77,,,,,,,,,,10,65,,,,,67,39,,,,79,,,40,44,19,48,,,,,,,16,,19,,,,,28,,,6,,14,,,,70,,,,,,,,,,,97,,49,,13,,16,,,91,,,4,,,,,,,,51,,,,,,,,52,,,,,,,,46,,,27,,,,70,,,35,,,,,,,,,,,,,99,,,,,,,,10,,,,,,,,,,,24,,,,,,23,,,,,13,26,,,,,,,,,,20,88,,,,,,,,43,,,16,,,,44,,94,,,,,,,19,,27,,,,,,,,,,43,,,,,,17,,,,22,,92,,,,,,,,31,,,,,,,,,,72,75,,,,,,,,,,42,,,48,,,,,56,,,,,,,54,,,,,,6,16,,,12,,,,,,,,,,,65,,,,12,,27,,,28,,,,,16,,,,,,,16,22,,,,,,12,,
625,,,34,,,,,8,43,,,,,,,,,,,,,,,,,,,,43,,,,,35,,10,,,,,14,,39,,,72,,,,,66,,,,,85,,,,22,,,,,,18,,,,,,,28,,,,,,71,,6,,,,,,,,,,32,,,31,,,80,,,,,,,,19,9,51,,23,,,,,,,,,,,,,,,,,,,,,23,,,,16,,39,,,,,,16,73,,63,,,,,,,34,,,,,,29,,25,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,47,,,,,,,,,,,,,28,,,37,12,,,,,,49,,,,18,63,,,,27,,,86,,,30,,,,23,,,,90,,,,,22,,,,,,,,,,,,,11,,,,,95,,,75,,,43,90,,,27,,,,,,,,33,,20,,28,,,17,,,50,22,84,,43,,,,,,26,,,8,,,,,37,66,,,,,,,,,64,,,,,26,,,,98,,,29,,,,,,,,21,,,,23,10,,4,,,,,,,,69,,,,42,,,13,,,,,,,,,,27,80,,,,23,,,,,,98,,,,,,,,75,,,,,,33,48,,,,,
626,,45,23,,,,59,,39,,,,,,,,,,,,58,,,,,,,,,,,,,49,,,,,,,,,27,60,,61,,,,,8,,,39,,,,,,29,,36,,,,,,,,,,10,,,,,,85,,11,,,,,,,,,,1,,,7,47,,,,,,,,38,,,,,,,,,6,,,,,,,,18,26,,,38,,,,,,,,27,84,,,,,,,,,,12,,47,,,,,,,62,,,,,,,,,,,,,,,,89,,,,,,,,37,,,,,,,,,,,,,,,,,21,,,,,,,,,,14,,,64,,,,,,,,,,,,,,,,,,70,,,41,,,,24,,,,38,,,,,,,38,,,13,,,,,,,99,,,,,,,,,,,,,79,,,,,,,10,,34,,10,,,64,,,26,,32,,14,,,,,17,,,,,,,,,16,,,,14,,79,10,,,,,,55,,,,3,29,,,19,,21,,,,88,,,26,,,,,47,,,,,,,,,,,,,,,,,,,,,,48,,,43,84,,,,,,,,,,,,,,35,,21,95,,36,,,,,,,,,,,,,,,,,,78,,,
627,,,,,,,,,,,,,10,,,63,,,,,,,,,,,,,,,,,,30,40,,,,,39,,,,,,,,,,,,10,42,,,23,,,,41,,,,,,,52,,,,,,,,,,,81,,48,,,,,,9,,,,,10,,,,,,,,,,,,,40,,,,,,12,,,,,93,,,,,24,,,21,,,,,,,,,60,,31,,,,,,,,46,,,,,,,,,83,10,,,,7,32,39,,,,,,,92,,,,,,,,,,,,,48,,,42,,,,,,,,,84,,47,28,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,36,,50,,53,,22,,,,,,,,,,,,,,,44,,,14,,,,,,8,,33,,23,,19,,,,,33,,16,,,,,,,,,,,,15,59,32,,,,,26,,,,,,,22,,,,,,22,,,,38,,,,,,,,,,15,,,,,,,,40,,,,12,,,83,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,18,,43,,,,,,,,,,,,,,,,,,11,28,,,,,
628,,,,,,,,,,93,,,,,,,1,14,,,,,,,,,58,,,55,,,,,77,41,,,,,,,23,,,57,85,,,,,32,,48,,,20,,,33,25,,,,,,58,,,,,,15,,,,,,,,,,,35,,,,,,,,,,12,24,,21,,,,,,,,,50,,,46,,,,,,,,,,,,,44,23,,,,,,,14,19,64,,,,,,,,50,,16,66,18,,21,,,,,,45,,,77,,47,,,19,,,,65,43,,,,,,,35,,,,,,,,68,,,,,,,,,,,,27,,35,19,,,38,,,,,,,,,89,,,,,70,,,,,,,53,,,,,,,,,,,,,,,32,46,,,,,,,,,,,17,,,,,,,,,64,25,10,,,5,,36,,,,,15,,,,,,,,,,,,49,,35,,45,,,,,,,47,,,,,,,,,,,68,,30,,,,11,,,,,,27,15,,,,43,,,29,,,,,,,,22,,,44,,,,,49,,,,,,,,,,,,,,,,,,,16,,25,,,,,,1,,,28,,,,,66,,,,43,,,22,,,,,,50,,,,,1,,82,,32,,79,,38,,
629,,81,19,,,,,,21,,,,,,,,,30,,,,,,,,,,76,,,,,,,,33,,,,,23,,,,,,,,50,,,40,,13,,,64,,,36,,47,,,,41,,,,,,,,,,,,82,,,,,,20,,,24,,3,,,,,,,94,,43,,,,71,,,23,,,36,,,,,,,41,39,,83,,,16,38,,60,,,,47,,,47,85,,17,,,,,,,,10,,16,81,,,82,,3,,,,,,,,,,,,22,58,,,,100,,,,,,55,,,,,,,,12,,,,,,,,,,84,,,39,38,,,,23,,26,25,,62,,,,35,,,,,,,,10,,,,,,,,,14,,,,,13,,,,,,,,,,,39,,,,34,,,,,,,,,,,29,,,67,,,,,,,,,,,,,,48,,,,,,25,,,,,,69,30,,,,,,,,,,,,,44,,,,,,,,21,49,,,,,,,,94,,,,35,,38,,,,,,,,,,,,42,71,,44,,,,,,,,,,,,,,64,,,,,,47,21,,,,,33,,,,,,,,,,,,,,,,,,,,,,,81,,,,35,,,,36,,,,,,
630,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,37,,,,,,,14,,,,,,,,,,,10,,,,,,35,,31,91,,,,,,,,93,,,,,,,98,,45,,,,19,,,,,,13,24,,,,,,,,,,,71,,,41,,,66,11,,,,,,,24,,,28,,,26,33,4,,,,,,,,,,42,,,,,,,42,28,,27,,,,98,38,,,,47,,,,25,,,,,25,,,100,,,,,,,,,,8,,,43,,,,34,,43,,,,,,,81,,21,,30,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,42,66,,,21,,,,,,,,,,,,85,,,86,,37,,,,,,,,,,,27,,85,,,,,71,,,,19,7,,,22,,,,88,,3,83,,,37,,,,,23,,,18,,,,41,,,,,,36,,,,24,43,,,,,,,,,,,,,,,,,,,,,41,,,,14,,,,,26,,,47,,,,,,,,63,,,,,,,,,,,30,,,31,,,,,,,,,,46,,,,,38,,44,,,,,,,,,,,,,,,,,,,99,,,17,22,81
631,,,16,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,5,,,,,,,,100,29,,,100,67,,100,,,,,22,,31,,38,73,40,,,,12,,,,33,,,,,,,34,,26,,,,,37,,,,,,,,,,,10,,,34,,98,56,,,,,,,22,31,,,,,15,,,,,,,,45,,,,45,22,,,,,,,,,70,,,,41,,,,,21,,,,,,,88,,,,23,,85,,,,27,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,86,,,24,,,,10,,,,,,,,,50,,,,,,,,,,,43,57,,,,,,,,,,,,,,95,37,,,,,,42,,,,93,14,,,44,,,,,,,,31,84,66,,,,,,,,,,,,,36,,26,,4,,,,,,,49,,,66,22,,,,29,,,,,,79,,,34,,,,,,98,,,,,,,57,46,,,,,,,19,,,,,37,,,,29,,75,,,36,,,,,,,,,,,,64,,,,,,90,,,,,,38,,,,,,,85,,,,,,,,,18,,39,,,,,,45,,,,,,,,,,,,,,,,33,,
632,,,11,,,24,,,,,,68,,,,,,22,96,,,,,,,73,,,,,,,,,,19,,,,,16,,,,,,,,,,23,12,,25,,,,,,41,,,,,,33,,,,,,,,55,,,,,61,28,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,84,,,23,,,,,,,,,27,,,87,,35,1,49,,,,,,10,,,,,,32,,,,,,,,,19,,,,43,45,,,85,,,,,,,,,,,,,38,,,41,,,40,,,,60,,18,,,,38,,,,,,,,31,,,,,,,,,,,,,,,,,,,17,,,,,,,,2,44,,,,,,,,,,,27,,,22,,32,,,,,,,,,20,27,,,,,,,,,,,,,,,31,,41,,,46,35,,,,,,21,,,44,,,,14,,,29,,,92,,,,,,,,,61,,48,,,9,68,,41,,,89,,88,,,,11,,,,15,,,23,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,49,35,,,,,,,,,,,,54,,,,,,,,26,,,,,,,,,,,,48,,,32,,,,,42,
633,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,81,,41,23,12,,17,,,,,,,,,19,,,,46,,,76,40,,,,,,,,,,31,,40,,,,,36,94,,35,,,,27,,,,,73,,,,,,,,,,,,,,59,,,32,,,,,,,,,3,,,,,,33,,46,,44,,,,,,,97,,,,,,,,,,,,,,,,43,,,,,,72,,,46,49,94,,62,18,,,,,,,,,,,,75,,,,,,,,,,51,,85,,,,76,,,,,,,11,,,,,20,,,,,,,,,,,,,,,,,,,,18,,29,18,,,,,,,,,28,,,,,,,,,,,,21,,,,,,,,,,20,16,,,,,,,,,,19,,15,,28,12,10,,,,,,,,,,22,,87,,,,,,,,,,73,,,,,23,,,,,,,18,9,,,,,38,,,,,,,23,,,,,,,,,19,,59,,,,,,37,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,85,,,,,,,,32,,,,,45,,,,,84,,,,,,,,,,20,,,,44,69,
